Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
38,0,Travel_Rarely,Research & Development,4,2,Medical,4,Female,3,Laboratory Technician,3,Married,3306,7,0,4,1,7,5,2,0,0
53,0,Travel_Rarely,Research & Development,24,4,Medical,2,Male,4,Healthcare Representative,4,Married,7005,3,0,3,0,11,2,3,4,3
48,1,Travel_Frequently,Sales,7,2,Medical,4,Female,3,Sales Representative,3,Married,2655,2,1,3,2,19,3,3,9,7
32,1,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,Laboratory Technician,2,Single,1393,1,0,1,0,1,2,3,1,0
26,0,Non-Travel,Research & Development,7,3,Medical,4,Male,3,Laboratory Technician,4,Single,2570,1,0,3,0,7,5,3,7,7
55,0,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,2,Research Scientist,2,Divorced,3537,5,0,4,1,8,1,3,4,2
34,0,Travel_Rarely,Research & Development,5,2,Medical,2,Male,2,Laboratory Technician,4,Married,3986,1,0,3,1,15,3,4,15,10
60,0,Travel_Rarely,Research & Development,1,4,Medical,3,Male,1,Healthcare Representative,4,Divorced,10883,3,0,3,1,19,2,4,1,0
33,0,Travel_Rarely,Research & Development,21,3,Medical,2,Male,4,Laboratory Technician,2,Married,2028,1,0,4,3,14,6,3,14,11
37,0,Travel_Frequently,Sales,1,4,Medical,3,Male,1,Sales Executive,4,Divorced,9525,1,0,3,2,6,2,2,6,3
34,0,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,2,Research Scientist,4,Married,2929,1,0,2,0,10,3,3,10,9
23,1,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,Sales Representative,4,Divorced,2275,1,1,2,1,3,2,3,3,2
44,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,Healthcare Representative,4,Married,7879,1,1,2,1,9,2,3,8,7
35,0,Travel_Frequently,Research & Development,2,4,Medical,1,Male,2,Research Scientist,4,Single,4930,0,1,3,0,6,2,4,5,4
43,0,Travel_Rarely,Sales,2,3,Medical,4,Male,3,Sales Executive,4,Married,7847,1,1,1,1,10,3,3,10,9
24,0,Travel_Rarely,Research & Development,9,3,Medical,3,Male,4,Research Scientist,3,Married,4401,1,0,4,1,5,1,3,5,3
41,0,Travel_Rarely,Sales,6,3,Marketing,4,Male,3,Sales Executive,3,Single,9241,1,0,2,0,10,3,3,10,8
29,0,Travel_Rarely,Research & Development,9,4,Medical,4,Female,3,Laboratory Technician,3,Married,2974,9,0,3,1,9,2,3,5,3
36,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,Sales Representative,4,Single,4502,3,0,3,0,17,2,2,13,7
45,0,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,Healthcare Representative,3,Married,10748,3,0,4,1,25,3,2,23,15
24,1,Travel_Rarely,Human Resources,22,1,Human Resources,4,Male,1,Human Resources,3,Married,1555,1,0,3,1,1,2,3,1,0
47,1,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,1,Sales Executive,3,Married,12936,7,0,3,0,25,3,1,23,5
26,0,Travel_Rarely,Research & Development,17,4,Medical,4,Male,1,Laboratory Technician,3,Married,2305,1,0,3,3,3,3,4,3,2
45,0,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,2,Research Director,2,Single,16704,1,0,3,0,21,2,3,21,6
32,0,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Male,3,Research Scientist,3,Married,3433,6,0,1,1,10,3,2,5,2
31,0,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,3,Laboratory Technician,3,Married,3477,1,0,4,1,6,2,4,5,2
41,0,Non-Travel,Human Resources,4,3,Human Resources,3,Male,1,Human Resources,2,Married,6430,6,0,2,1,10,4,3,3,2
40,0,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,3,Manufacturing Director,1,Married,6516,2,1,2,1,18,3,3,1,0
24,0,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,Laboratory Technician,1,Divorced,3907,1,0,2,3,6,2,4,6,2
46,0,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,3,Healthcare Representative,2,Single,5562,6,0,4,0,19,3,3,10,7
35,0,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Male,3,Manufacturing Director,3,Married,6883,2,0,2,1,17,3,3,7,7
30,0,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,3,Research Scientist,4,Married,2862,1,0,2,1,10,2,2,10,0
47,0,Non-Travel,Sales,2,4,Marketing,3,Male,3,Sales Executive,2,Married,4978,7,0,4,1,4,3,1,1,0
46,0,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,Sales Executive,4,Divorced,10368,4,1,2,1,13,5,2,10,6
36,1,Travel_Rarely,Sales,13,5,Marketing,2,Male,2,Sales Executive,1,Divorced,6134,5,1,2,3,16,3,3,2,2
32,1,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,Sales Executive,2,Single,6735,6,0,2,0,10,2,3,0,0
23,0,Travel_Rarely,Research & Development,4,1,Medical,3,Female,3,Laboratory Technician,2,Single,3295,1,0,3,0,3,3,1,3,2
31,0,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,3,Manufacturing Director,4,Single,5238,2,0,4,0,9,3,2,5,4
39,0,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,Laboratory Technician,4,Married,6472,1,1,4,1,9,2,3,9,8
32,0,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,1,Sales Executive,3,Married,9610,3,0,3,1,10,2,1,4,3
40,0,Travel_Rarely,Sales,7,4,Medical,2,Male,3,Manager,2,Single,19833,1,0,2,0,21,3,2,21,8
45,0,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,1,Human Resources,3,Married,9756,4,0,3,2,9,2,4,5,0
30,0,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,2,Research Scientist,1,Single,4968,0,0,4,0,10,2,3,9,7
24,0,Travel_Frequently,Human Resources,10,3,Medical,1,Male,3,Human Resources,4,Married,2145,0,0,4,1,3,2,3,2,2
30,1,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,2,Human Resources,4,Divorced,2180,6,0,3,1,6,0,2,4,2
31,0,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,Sales Executive,3,Married,8346,1,0,3,1,6,3,3,5,2
27,0,Travel_Rarely,Research & Development,8,3,Medical,3,Female,3,Research Scientist,4,Single,3445,1,0,3,0,6,5,2,6,2
29,1,Travel_Rarely,Sales,9,3,Marketing,2,Female,1,Sales Representative,2,Single,2760,1,0,3,0,2,3,3,2,2
29,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,4,Healthcare Representative,3,Single,6294,8,1,4,0,10,5,4,3,2
30,0,Travel_Rarely,Sales,15,2,Marketing,3,Male,2,Sales Executive,1,Divorced,7140,2,0,1,1,12,2,3,7,7
34,0,Travel_Rarely,Research & Development,2,4,Medical,4,Male,4,Research Scientist,4,Married,2932,0,1,1,3,6,3,3,5,0
33,0,Non-Travel,Sales,2,3,Marketing,4,Female,3,Sales Executive,2,Single,5147,8,0,4,0,13,2,2,11,7
49,0,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,Sales Executive,4,Single,4507,3,0,3,0,8,1,4,5,1
33,1,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,3,Sales Executive,1,Single,8564,2,1,3,0,11,2,2,0,0
38,0,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,Laboratory Technician,2,Married,2468,4,0,2,1,9,4,2,6,1
31,1,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,Sales Executive,3,Married,8161,2,0,1,3,10,2,3,1,0
29,0,Travel_Rarely,Research & Development,4,3,Technical Degree,4,Female,2,Research Scientist,1,Divorced,2109,1,0,3,1,1,2,3,1,0
30,0,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,4,Healthcare Representative,3,Married,5294,3,0,3,1,10,3,3,7,0
32,0,Non-Travel,Research & Development,5,4,Technical Degree,2,Male,3,Research Scientist,2,Single,2718,2,0,2,0,12,3,3,7,7
38,0,Travel_Rarely,Research & Development,18,3,Medical,2,Male,1,Healthcare Representative,4,Married,5811,3,1,3,1,15,2,3,1,0
43,1,Travel_Frequently,Research & Development,17,3,Technical Degree,3,Male,2,Research Scientist,3,Married,2437,9,1,4,1,6,4,3,1,0
42,0,Travel_Rarely,Research & Development,12,3,Medical,2,Male,3,Laboratory Technician,2,Divorced,2766,8,0,2,3,7,6,2,5,3
55,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,Research Director,1,Married,19038,8,0,2,3,34,2,3,1,0
33,0,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,3,Research Scientist,2,Divorced,3055,5,0,4,2,11,2,2,9,8
41,0,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,Laboratory Technician,1,Divorced,2289,1,0,2,2,5,2,3,5,3
34,0,Non-Travel,Sales,10,3,Life Sciences,4,Male,3,Sales Executive,3,Divorced,4001,1,1,3,1,15,3,3,15,14
53,0,Non-Travel,Research & Development,1,4,Medical,1,Female,2,Manufacturing Director,3,Married,12965,4,1,4,3,27,2,2,3,2
43,0,Travel_Rarely,Human Resources,2,3,Life Sciences,2,Male,3,Human Resources,4,Single,3539,0,0,2,0,10,5,3,9,7
34,0,Travel_Rarely,Sales,3,2,Life Sciences,4,Female,1,Sales Executive,4,Single,6029,5,0,1,0,6,3,3,2,2
21,1,Travel_Rarely,Sales,7,1,Marketing,2,Male,3,Sales Representative,2,Single,2679,1,0,2,0,1,3,3,1,0
38,0,Travel_Rarely,Research & Development,6,2,Other,4,Female,2,Laboratory Technician,3,Married,3702,1,0,2,1,5,3,3,5,4
22,1,Travel_Rarely,Research & Development,8,1,Medical,3,Female,3,Laboratory Technician,1,Married,2398,1,1,3,0,1,6,3,1,0
31,0,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,Sales Executive,4,Married,5468,1,0,1,2,13,3,3,12,7
51,0,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,3,Manager,3,Married,13116,2,0,4,0,15,2,3,2,2
37,0,Travel_Rarely,Sales,9,2,Marketing,2,Male,2,Sales Executive,2,Married,4189,1,0,1,2,5,2,3,5,2
46,0,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,Research Director,4,Divorced,19328,7,1,3,1,24,3,3,2,1
36,0,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,3,Healthcare Representative,1,Married,8321,7,1,4,1,15,1,3,12,8
44,1,Travel_Frequently,Research & Development,1,2,Medical,3,Male,3,Research Scientist,2,Divorced,2342,1,1,3,3,6,2,2,5,3
37,0,Travel_Rarely,Human Resources,8,2,Other,3,Male,3,Human Resources,2,Divorced,4071,2,0,3,0,19,4,2,10,0
35,1,Travel_Rarely,Sales,27,3,Life Sciences,3,Male,3,Sales Executive,4,Single,5813,1,1,4,0,10,2,3,10,7
33,0,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Male,4,Research Scientist,1,Married,3143,6,0,2,1,14,1,3,10,8
28,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,Research Scientist,4,Married,2044,1,0,3,1,5,6,4,5,3
39,0,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,Research Director,3,Single,13464,7,0,3,0,9,3,3,4,3
46,0,Non-Travel,Sales,26,2,Life Sciences,2,Male,2,Sales Executive,2,Single,7991,8,0,3,0,6,3,3,2,2
40,0,Travel_Rarely,Research & Development,2,2,Life Sciences,3,Female,3,Laboratory Technician,1,Married,3377,4,0,4,1,7,5,2,4,3
42,0,Travel_Rarely,Research & Development,13,3,Medical,2,Male,4,Healthcare Representative,1,Married,5538,5,0,3,2,10,2,2,0,0
35,0,Non-Travel,Research & Development,2,2,Medical,2,Male,3,Manufacturing Director,4,Divorced,5762,2,0,3,1,15,6,3,7,7
38,0,Non-Travel,Human Resources,2,3,Human Resources,1,Male,3,Human Resources,2,Divorced,2592,5,0,4,3,13,3,3,11,10
34,1,Travel_Frequently,Research & Development,9,4,Life Sciences,4,Male,3,Laboratory Technician,1,Married,5346,4,0,3,1,11,3,2,7,1
37,1,Travel_Rarely,Research & Development,10,4,Medical,4,Male,3,Manufacturing Director,1,Single,4213,1,0,2,0,10,4,1,10,3
39,0,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,3,Sales Executive,4,Divorced,4127,2,0,4,1,7,6,3,2,1
43,0,Non-Travel,Research & Development,9,3,Life Sciences,1,Male,3,Research Scientist,3,Single,2438,4,0,3,0,7,2,2,3,2
41,0,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Male,4,Healthcare Representative,2,Single,6870,3,0,1,0,11,3,1,3,2
41,0,Travel_Rarely,Sales,4,1,Marketing,3,Female,3,Sales Executive,3,Divorced,10447,0,1,4,1,23,3,4,22,14
30,0,Travel_Rarely,Research & Development,10,3,Medical,1,Female,3,Manufacturing Director,3,Single,9667,9,0,2,0,9,3,3,7,7
26,1,Travel_Rarely,Human Resources,20,2,Medical,4,Female,3,Human Resources,2,Married,2148,0,1,3,0,6,3,3,5,1
46,1,Travel_Rarely,Research & Development,21,2,Medical,4,Female,3,Healthcare Representative,2,Married,8926,4,0,4,1,13,2,4,9,7
40,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,Healthcare Representative,4,Divorced,6513,4,0,4,1,12,3,3,5,3
34,0,Travel_Rarely,Sales,8,2,Technical Degree,2,Male,4,Sales Executive,3,Married,6799,1,0,3,2,10,5,3,10,8
58,0,Non-Travel,Sales,2,3,Medical,2,Male,3,Manager,2,Divorced,16291,4,0,4,1,37,0,2,16,9
35,0,Travel_Rarely,Research & Development,23,4,Medical,2,Male,1,Laboratory Technician,3,Married,2705,0,0,2,1,6,2,4,5,4
47,0,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,Manufacturing Director,2,Divorced,10333,8,1,3,1,28,4,3,22,11
40,0,Travel_Rarely,Research & Development,12,3,Life Sciences,2,Female,3,Healthcare Representative,1,Divorced,4448,2,0,2,1,15,3,3,7,4
54,0,Travel_Rarely,Research & Development,7,4,Medical,4,Female,3,Research Scientist,4,Married,6854,4,0,2,1,14,2,2,7,1
31,0,Travel_Frequently,Sales,7,4,Marketing,1,Female,3,Sales Executive,1,Married,9637,2,0,4,2,9,3,3,3,2
28,0,Travel_Rarely,Research & Development,1,3,Medical,3,Female,3,Research Scientist,1,Married,3591,1,0,3,1,3,3,3,3,2
38,0,Travel_Rarely,Sales,2,4,Marketing,2,Female,1,Sales Representative,4,Married,5405,2,1,1,2,20,4,2,4,2
26,0,Travel_Rarely,Sales,10,3,Medical,3,Male,3,Sales Executive,4,Single,4684,1,0,1,0,5,4,3,5,3
58,0,Travel_Frequently,Research & Development,15,4,Life Sciences,1,Male,3,Research Director,3,Married,15787,2,1,2,0,23,3,3,2,2
18,0,Non-Travel,Research & Development,14,3,Medical,2,Female,3,Research Scientist,3,Single,1514,1,0,3,0,0,4,1,0,0
31,1,Travel_Rarely,Human Resources,18,5,Human Resources,4,Male,4,Human Resources,1,Married,2956,0,0,3,0,2,4,3,1,0
29,1,Travel_Rarely,Human Resources,13,3,Human Resources,1,Male,2,Human Resources,1,Divorced,2335,4,1,4,3,4,3,3,2,2
45,0,Non-Travel,Sales,2,4,Life Sciences,3,Female,3,Sales Executive,3,Married,5154,4,0,2,2,10,3,4,8,7
36,0,Travel_Rarely,Research & Development,2,4,Other,4,Female,3,Research Scientist,2,Married,6962,4,1,4,1,15,2,3,1,0
43,0,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,3,Sales Executive,4,Married,5675,1,0,3,1,7,5,3,7,7
27,0,Travel_Frequently,Research & Development,5,2,Life Sciences,4,Female,3,Laboratory Technician,4,Single,2379,0,1,3,0,6,3,2,5,4
29,0,Travel_Frequently,Research & Development,20,1,Medical,4,Male,3,Laboratory Technician,4,Married,3812,1,0,2,0,11,3,4,11,8
32,0,Travel_Frequently,Sales,10,4,Marketing,4,Male,3,Sales Executive,4,Single,4648,8,0,3,0,4,2,4,0,0
42,0,Non-Travel,Research & Development,10,4,Technical Degree,3,Male,3,Research Scientist,3,Married,2936,3,0,2,2,10,1,2,6,3
47,0,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Female,3,Laboratory Technician,3,Single,2105,4,0,3,0,7,2,3,2,2
46,0,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,3,Manufacturing Director,4,Divorced,8578,3,0,3,1,12,4,2,9,8
28,0,Non-Travel,Human Resources,1,2,Life Sciences,3,Male,3,Human Resources,4,Divorced,2706,1,0,2,1,3,2,3,3,2
29,0,Travel_Rarely,Research & Development,29,1,Life Sciences,4,Male,1,Healthcare Representative,3,Divorced,6384,8,0,4,2,11,3,3,7,0
42,0,Travel_Rarely,Research & Development,8,3,Life Sciences,4,Male,3,Laboratory Technician,3,Single,3968,4,0,4,0,8,3,3,0,0
32,1,Travel_Rarely,Sales,2,4,Marketing,3,Male,2,Sales Executive,2,Single,9907,7,1,3,0,7,3,2,2,2
46,0,Travel_Rarely,Sales,3,3,Technical Degree,1,Female,4,Sales Executive,1,Divorced,13225,2,0,4,1,25,5,3,19,17
27,0,Travel_Rarely,Sales,23,1,Medical,2,Female,2,Sales Representative,3,Married,3540,1,0,4,1,9,5,3,9,8
29,0,Travel_Rarely,Human Resources,6,1,Medical,4,Male,2,Human Resources,2,Married,2804,1,0,4,0,1,3,3,1,0
43,0,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,Manager,3,Married,19392,7,0,4,0,21,2,3,16,12
48,0,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,2,Research Director,2,Married,19665,4,0,4,0,29,3,3,22,10
29,1,Travel_Frequently,Research & Development,24,2,Life Sciences,4,Male,2,Research Scientist,4,Single,2439,1,1,2,0,1,3,2,1,0
46,1,Travel_Rarely,Sales,10,3,Life Sciences,3,Female,3,Sales Executive,2,Married,7314,5,0,3,3,14,2,3,8,7
27,0,Travel_Frequently,Research & Development,15,3,Life Sciences,4,Female,2,Research Scientist,1,Married,4774,0,0,4,1,8,2,2,7,6
39,0,Travel_Rarely,Research & Development,19,4,Other,4,Male,3,Research Scientist,4,Divorced,3902,8,0,2,3,7,2,3,2,2
55,0,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,2,Research Scientist,4,Married,2662,8,0,2,1,19,2,4,5,2
28,0,Travel_Rarely,Sales,3,3,Medical,2,Female,3,Sales Representative,2,Married,2856,1,0,4,1,1,3,3,1,0
30,1,Travel_Rarely,Sales,9,3,Medical,2,Male,3,Sales Representative,4,Single,1081,1,0,3,0,1,3,2,1,0
22,1,Travel_Rarely,Research & Development,7,1,Life Sciences,4,Male,3,Research Scientist,2,Single,2472,1,1,1,0,1,2,3,1,0
36,0,Travel_Rarely,Sales,10,4,Technical Degree,2,Female,2,Sales Executive,3,Married,5673,1,1,1,1,10,4,3,10,9
31,0,Travel_Rarely,Research & Development,20,3,Life Sciences,2,Male,3,Laboratory Technician,3,Divorced,4197,1,0,1,1,10,2,3,10,8
34,0,Travel_Rarely,Sales,4,3,Life Sciences,3,Male,3,Sales Executive,4,Married,9713,2,1,4,3,9,3,3,5,3
29,0,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,3,Laboratory Technician,1,Single,2062,3,0,2,0,11,2,3,3,2
37,0,Travel_Rarely,Research & Development,7,4,Medical,4,Male,3,Research Scientist,1,Married,4284,5,1,3,1,16,2,3,5,3
35,0,Travel_Rarely,Research & Development,16,2,Other,4,Female,2,Manufacturing Director,2,Married,4788,0,1,4,0,4,2,3,3,2
45,0,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Female,2,Manufacturing Director,4,Married,5906,0,0,4,2,10,2,2,9,8
36,0,Travel_Frequently,Human Resources,2,1,Human Resources,2,Male,2,Human Resources,4,Single,3886,1,0,4,0,10,2,2,10,1
40,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,Manager,1,Divorced,16823,2,0,1,1,22,3,3,19,7
26,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,Research Scientist,3,Married,2933,1,1,3,1,1,3,2,1,0
27,0,Travel_Rarely,Sales,2,2,Medical,1,Female,4,Sales Executive,3,Single,6500,0,0,2,0,9,5,2,8,7
48,0,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,Manager,4,Divorced,17174,3,0,2,1,24,3,3,22,17
44,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,4,Healthcare Representative,1,Married,5033,2,0,4,1,10,5,3,2,0
34,1,Non-Travel,Research & Development,16,4,Technical Degree,4,Male,1,Research Scientist,1,Married,2307,1,1,2,1,5,2,3,5,2
56,1,Travel_Rarely,Research & Development,24,2,Life Sciences,1,Male,3,Laboratory Technician,4,Single,2587,1,0,4,0,5,3,3,4,2
36,0,Travel_Rarely,Sales,17,2,Marketing,3,Male,2,Sales Executive,2,Married,5507,2,0,3,2,12,1,1,4,2
41,0,Travel_Rarely,Sales,8,3,Marketing,3,Female,3,Sales Executive,2,Married,4393,5,0,3,1,14,3,3,5,4
42,0,Travel_Rarely,Research & Development,6,3,Medical,3,Male,3,Research Director,1,Married,13348,9,0,2,1,18,3,4,13,7
31,0,Travel_Rarely,Sales,10,2,Medical,3,Female,3,Sales Executive,4,Divorced,6583,2,1,4,1,8,2,3,5,2
34,0,Travel_Rarely,Sales,3,1,Medical,4,Female,2,Sales Executive,4,Married,8103,3,1,3,0,9,3,2,4,2
31,0,Travel_Rarely,Research & Development,4,3,Medical,1,Female,4,Laboratory Technician,3,Divorced,3978,8,0,2,1,4,0,2,2,2
26,0,Travel_Frequently,Research & Development,6,3,Other,3,Male,4,Laboratory Technician,4,Married,2544,0,0,1,1,8,3,3,7,7
45,0,Travel_Frequently,Research & Development,1,4,Medical,2,Male,3,Healthcare Representative,3,Single,5399,4,0,3,0,12,3,3,4,2
33,0,Travel_Rarely,Sales,10,4,Marketing,2,Male,3,Sales Executive,3,Single,5487,1,0,2,0,10,2,2,10,4
28,0,Travel_Frequently,Sales,1,2,Life Sciences,3,Male,2,Sales Executive,4,Married,6834,1,1,3,1,7,2,3,7,7
29,1,Travel_Frequently,Sales,24,3,Technical Degree,3,Male,4,Sales Representative,1,Single,1091,1,0,4,0,1,3,3,1,0
39,0,Non-Travel,Sales,21,4,Life Sciences,1,Female,1,Sales Executive,3,Married,5736,6,0,3,1,10,1,3,3,2
27,0,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,3,Research Scientist,2,Married,2226,1,0,3,1,6,3,2,5,3
34,0,Travel_Frequently,Research & Development,22,4,Other,3,Male,2,Research Scientist,4,Married,5747,1,1,2,0,16,3,3,15,10
28,1,Travel_Rarely,Sales,13,2,Marketing,4,Female,3,Sales Executive,3,Single,9854,3,1,4,0,6,0,3,2,0
47,0,Non-Travel,Research & Development,14,4,Technical Degree,3,Male,3,Research Scientist,2,Married,5467,8,0,3,1,16,4,4,8,7
56,0,Travel_Rarely,Sales,11,5,Marketing,4,Female,2,Sales Executive,1,Married,5380,4,0,3,1,6,3,3,0,0
39,0,Travel_Rarely,Research & Development,9,2,Medical,1,Male,3,Manufacturing Director,1,Married,5151,1,0,4,1,10,3,3,10,0
38,0,Travel_Frequently,Research & Development,8,3,Medical,4,Female,2,Research Scientist,2,Divorced,2133,1,1,3,1,20,3,3,20,11
58,0,Travel_Rarely,Sales,21,3,Life Sciences,4,Female,3,Manager,4,Married,17875,4,1,3,1,29,2,2,1,0
32,1,Travel_Frequently,Research & Development,5,2,Life Sciences,1,Female,4,Research Scientist,3,Single,2432,3,1,1,0,8,2,3,4,1
38,0,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,Research Scientist,4,Divorced,4771,2,0,4,2,10,0,4,5,2
49,0,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Male,3,Research Director,4,Married,19161,3,0,4,0,28,3,3,5,4
42,0,Travel_Rarely,Sales,12,4,Marketing,2,Male,3,Sales Executive,4,Divorced,5087,3,1,3,2,14,4,3,0,0
27,1,Travel_Frequently,Human Resources,22,3,Human Resources,1,Female,2,Human Resources,2,Married,2863,1,0,1,0,1,2,3,1,0
35,0,Travel_Rarely,Sales,18,4,Medical,2,Male,3,Sales Executive,1,Married,5561,0,0,4,1,6,2,1,5,3
28,0,Non-Travel,Research & Development,16,3,Medical,3,Male,3,Research Scientist,3,Single,2144,1,0,3,0,5,3,2,5,3
31,0,Non-Travel,Research & Development,3,2,Medical,3,Male,3,Research Scientist,1,Divorced,3065,1,1,4,1,4,3,4,4,2
36,0,Non-Travel,Research & Development,9,4,Life Sciences,1,Male,4,Laboratory Technician,2,Married,2810,1,0,2,0,5,3,3,5,4
34,0,Travel_Rarely,Sales,1,3,Marketing,1,Male,3,Sales Executive,4,Single,9888,1,0,1,0,14,3,2,14,8
34,0,Travel_Rarely,Sales,13,4,Medical,4,Male,3,Sales Executive,3,Divorced,8628,1,0,3,1,9,2,2,8,7
26,0,Travel_Rarely,Research & Development,1,3,Medical,3,Male,3,Laboratory Technician,1,Single,2867,0,0,4,0,8,6,2,7,7
29,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Healthcare Representative,1,Married,5373,0,0,1,1,6,5,2,5,3
32,0,Non-Travel,Research & Development,15,4,Medical,3,Female,3,Healthcare Representative,4,Divorced,6667,5,0,2,1,9,6,3,5,1
31,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,1,Research Scientist,1,Married,5003,1,0,2,0,10,6,3,10,8
28,1,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,2,Laboratory Technician,4,Divorced,2367,5,0,1,1,6,2,2,4,1
38,0,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Sales Representative,1,Single,2858,4,0,1,0,20,3,2,1,0
35,0,Travel_Rarely,Sales,7,4,Life Sciences,3,Female,3,Sales Executive,4,Married,5204,1,1,4,0,10,2,3,10,8
27,0,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,Sales Executive,4,Single,4105,1,0,1,0,7,5,3,7,7
32,0,Travel_Rarely,Research & Development,5,4,Life Sciences,4,Male,2,Manufacturing Director,4,Single,9679,8,0,2,0,8,1,3,1,0
31,1,Travel_Frequently,Sales,26,4,Marketing,1,Male,3,Sales Executive,4,Married,5617,1,1,3,0,10,4,3,10,7
53,1,Travel_Rarely,Sales,24,4,Life Sciences,1,Male,3,Sales Executive,1,Single,10448,6,1,2,0,15,2,2,2,2
54,0,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,3,Research Scientist,3,Married,2897,3,0,3,2,9,6,2,4,3
33,0,Travel_Frequently,Research & Development,7,2,Life Sciences,4,Male,3,Healthcare Representative,3,Divorced,5968,1,0,3,3,9,2,3,9,7
43,0,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Male,3,Healthcare Representative,3,Married,7510,1,0,2,1,10,1,3,10,9
38,0,Travel_Frequently,Human Resources,1,4,Other,4,Male,3,Human Resources,2,Married,2991,0,1,2,1,7,2,3,6,2
55,0,Travel_Rarely,Human Resources,26,4,Human Resources,3,Male,4,Manager,2,Married,19636,4,1,1,1,35,0,3,10,9
31,0,Travel_Rarely,Research & Development,2,1,Medical,4,Female,1,Laboratory Technician,4,Divorced,1129,1,1,3,3,1,4,3,1,0
